name,mean_generation,estado,federacao,tres_rios,belmiro_braga,jambeiro,juiz_de_fora,pirai,redencao_da_serra,areal,sao_jose_dos_campos,natividade_da serra,carmo,municipio,areias,santa_isabel,alem_paraiba,barra_do_pirai,sao_jose_do_vale_do_rio_preto,simao_pereira,chiador,santa_branca,queluz,sapucaia,igarata,jacarei,rio_claro,itatiaia,resende,petropolis,sao_jose_do_barreiro,paraibuna
paraibuna,32918.56635148058,39090.79754238319,15636.319016953275,0.0,0.0,0.0,0.0,0.0,6430.364620471734,0.0,0.0,35173.46615078245,0.0,117272.39262714956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34623.22443639304
simplicio,135614.80759215838,161042.58401568807,64417.03360627523,120683.30748118566,0.9227740064098927,0.0,27.97309684352502,0.0,0.0,420.81828273780235,0.0,0.0,0.0,483127.75204706425,0.0,0.0,52890.46235002183,0.0,230.32874014967763,40.775982272772225,135375.06347190647,0.0,0.0,4608.966285366187,0.0,0.0,0.0,0.0,0.0,407.5052144023934,0.0,0.0
sta_branca,17478.285417968593,20755.463933837706,8302.185573535082,0.0,0.0,8614.646899601681,0.0,0.0,203.6769167670821,0.0,0.0,1114.0928225465047,0.0,62266.39180151312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9708.527802303846,0.0,0.0,0.0,10163.68622227888,0.0,0.0,0.0,0.0,0.0,10668.524007485534
jaguari,8995.655286877614,10682.340653167166,4272.9362612668665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6356.9916156736235,0.0,0.0,32047.0219595015,0.0,2323.7572829574488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6811.235654940141,5338.579752151783,0.0,0.0,0.0,0.0,0.0,0.0
ilha_dos_pombos,70910.69653390539,84206.45213401265,33682.58085360506,31.553168092040153,0.4294529058834645,0.0,12.959372983424547,0.0,0.0,195.0433631683111,0.0,0.0,79913.55971178168,252619.35640203796,0.0,0.0,71263.28207190128,0.0,106.75390858322442,18.89592785887244,0.0,0.0,0.0,12489.941801293679,0.0,0.0,0.0,0.0,0.0,188.8728827688349,0.0,0.0
funil,84858.99531685788,100770.05693876873,40308.022775507496,0.0,0.0,224.4958351583598,0.0,0.0,717.8019441743585,0.0,780.6343923869904,3926.305643136328,0.0,302310.1708163062,4478.820408347384,285.3557095064153,0.0,0.0,0.0,0.0,0.0,253.00217271548337,19756.787714167836,0.0,836.4151535551612,920.4377308809912,0.0,28218.49020718931,122819.63169818513,0.0,9169.08713101967,4114.324733083992
sobragi,29677.852252821685,35242.44955022575,14096.9798200903,0.0,47622.56073548362,0.0,107.41369986165556,0.0,0.0,0.0,0.0,0.0,0.0,105727.34865067725,0.0,0.0,0.0,0.0,0.0,20992.802293322286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nilo_pecanha,256864.59514094534,305026.7067298726,122010.68269194906,0.0,0.0,2859.7269494858965,0.0,304180.59772347525,9143.598606270167,0.0,9943.960622272332,50014.58976651991,0.0,915080.1201896179,604.7563196706743,3634.9507995063345,0.0,112108.23162906205,0.0,0.0,0.0,3222.8527031000217,2667.6763394213413,0.0,10654.513930038729,11724.85111882032,0.0,3810.224330647334,16583.82040773325,0.0,1238.0631390912647,52409.662823056635
picada,24155.87468287064,28685.101185908883,11474.040474363554,0.0,0.0,0.0,55935.947312522316,0.0,0.0,0.0,0.0,0.0,0.0,86055.30355772664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pereira_passos,40471.979298036036,48060.475416417794,19224.190166567118,0.0,0.0,683.4910418646019,0.0,32907.52998304951,2185.3759003382147,0.0,2376.6681750701327,11953.792245658839,0.0,144181.4262492534,144.54043800061402,868.7757091089925,0.0,16776.27252893405,0.0,0.0,0.0,770.2801863067825,637.5905964552996,0.0,2546.495007424915,2802.3104889433416,1368.3728577668044,910.666469054303,3963.632618814889,0.0,295.9045503613265,12526.228120680657
