name,mean_generation,estado,federacao,tres_rios,belmiro_braga,jambeiro,juiz_de_fora,pirai,redencao_da_serra,areal,sao_jose_dos_campos,natividade_da serra,carmo,municipio,areias,santa_isabel,alem_paraiba,barra_do_pirai,sao_jose_do_vale_do_rio_preto,simao_pereira,chiador,santa_branca,queluz,sapucaia,igarata,jacarei,rio_claro,itatiaia,resende,petropolis,sao_jose_do_barreiro,paraibuna
paraibuna,33857.9517893711,2814.442242491473,1125.7768969965891,0.0,0.0,0.0,0.0,0.0,462.97059564610123,0.0,0.0,2532.4039204438004,0.0,8443.326727474418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2492.78785676847
simplicio,135272.5209940405,11244.528307629618,4497.8113230518475,842.6509519360205,0.06443114720271771,0.0,1.9531745670352647,0.0,0.0,29.38293074179896,0.0,0.0,0.0,33733.584922888855,0.0,0.0,3692.9878189268443,0.0,16.08231794406265,2.8471145674918197,9452.336738515816,0.0,0.0,321.81334012662126,0.0,0.0,0.0,0.0,0.0,28.45336807566383,0.0,0.0
sta_branca,18117.612355005673,1506.0265270098466,602.4106108039387,0.0,0.0,625.0829561305006,0.0,0.0,14.778895840083745,0.0,0.0,80.83911540858887,0.0,4518.07958102954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.4554848347689,0.0,0.0,0.0,737.4820004867148,0.0,0.0,0.0,0.0,0.0,774.1132749685441
jaguari,9084.659677229482,755.1623356697007,302.0649342678803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.392206463805,0.0,0.0,2265.487007009102,0.0,164.27242252449102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.5038944162801,377.39803341682705,0.0,0.0,0.0,0.0,0.0,0.0
ilha_dos_pombos,70905.960840151,5894.0579948375525,2357.623197935021,2.208574259361569,0.03005969577367152,0.0,0.9070955254054993,0.0,0.0,13.652123618658472,0.0,0.0,5593.575594012025,17682.173984512658,0.0,0.0,4988.096598177362,0.0,7.472274539767235,1.3226266140415468,0.0,0.0,0.0,874.2375371879089,0.0,0.0,0.0,0.0,0.0,13.220218836912764,0.0,0.0
funil,84584.15264019975,7031.057688216605,2812.4230752866424,0.0,0.0,15.663811410982015,0.0,0.0,50.08339809980081,0.0,54.46742428273069,273.95123429607963,0.0,21093.173064649814,312.5020033023024,19.910204639665057,0.0,0.0,0.0,0.0,0.0,17.65279216511317,1378.4959379011782,0.0,58.35943111075456,64.221962166478,0.0,1968.8966995590902,856.9528905200276,0.0,639.7573101070781,287.06994344508104
sobragi,29677.852252821685,2466.971468515803,986.7885874063212,0.0,3333.5792514838536,0.0,7.518958990315889,0.0,0.0,0.0,0.0,0.0,0.0,7400.914405547408,0.0,0.0,0.0,0.0,0.0,1469.49616053256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nilo_pecanha,257535.08814193576,21407.60420179841,8563.041680719365,0.0,0.0,200.70341812405928,0.0,21348.221969617105,641.7226282959352,0.0,697.8942122218677,3510.159990630478,0.0,64222.81260539523,42.44344394902839,255.11073716490895,0.0,7868.060722315298,0.0,0.0,0.0,226.18857151338264,187.2247837741272,0.0,747.7627766502688,822.8819527563585,0.0,267.41191046853373,1163.897637844745,0.0,86.89063965134511,3678.2527343066454
picada,24155.87468287064,2007.957083013622,803.1828332054488,0.0,0.0,0.0,3915.516311876563,0.0,0.0,0.0,0.0,0.0,0.0,6023.871249040866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pereira_passos,40213.787208820984,3342.7710617332446,1337.1084246932978,0.0,0.0,47.53914845624704,0.0,2288.8316852329644,152.0003964872205,0.0,165.3054309207447,831.4272892754076,0.0,10028.313185199733,10.05328368503088,60.42633316428351,0.0,1166.8473490446177,0.0,0.0,0.0,53.57563140819891,44.34661489711233,0.0,177.11747014388274,194.9103151241684,95.17503002147852,63.33997933373781,275.6842561942331,0.0,20.58117734817771,871.2421696140073
