444.0770583185831	-1120.8881838000557	977.3450713169057
757.9018121685664	-2011.383927170929	1552.444212654061
1246.8357461461273	-3263.477168034111	2314.870831933062
1065.2088830073037	-2791.997492805895	2025.4857753192703
786.0694933121373	-2052.5177220160767	1566.0355688315371
506.9242385509765	-1275.331734147464	1069.418072121467
314.07611739844043	-703.5547188814918	691.6593307869307
208.64323483204518	-350.5832421261312	444.8383197071746
168.75719331232526	-194.75358782831103	328.9578959055916
154.52228995941215	-129.0536183975521	277.420186779593
171.95520489611147	-208.76869937549193	339.7669318538273
238.95498940528594	-473.3260058802232	536.4583572049607
