step,month,stage,ps_equivalent_reservoir,paraibuna,simplicio,sta_branca,jaguari,lajes,ilha_dos_pombos,santana,funil,vigario,sobragi,fontes_a,sta_cecilia,tocos,nilo_pecanha,fontes_bc,picada,pereira_passos
1,1,1,0.9466731612690504,0.0,182.57139335292402,0.0,0.0,0.0,23.184471590319504,0.0,0.0,32.0,2.8610385878263997,0.0,186.060426650044,0.0,11.76546239999999,0.4375688000000011,1.850463639678253,0.0
2,2,1,0.9982621493089269,3.865220459009791,1155.9142359372336,4.9911217900217935,0.0,0.0,1143.4492805570294,5.0,306.9028691019743,46.0,137.8688167537779,0.0,717.5148698019743,10.0,11.76546239999999,14.437568800000001,69.84811010064891,0.0
3,3,1,0.8107401418225587,139.63076412769914,1059.058197455383,163.648179867464,0.0,0.0,978.6614071145228,458.03174961271975,475.0216028534728,46.0,61.885836635123894,0.0,293.6018539407532,3.0,11.76546239999999,14.437568800000001,31.846411627238616,0.0
4,4,1,0.5587086544994817,266.17303023738066,676.3918544798777,286.322749189344,19.572621641674075,0.0,517.3817288144454,374.9226481669498,413.26552556433694,46.0,11.811680068627169,23.89943254814818,243.9548780973874,4.0,11.755462399999999,14.437568800000001,6.793396787145696,0.0
5,5,2,0.3481683549103713,160.20348693372816,314.81593818160127,187.0101922061078,46.784789772638334,0.0,103.3991478407412,232.20634225491057,201.29804120360856,46.0,0.0,9.628748557706082,167.70369964869795,0.0,11.75546239999997,14.437568800000001,0.0,0.0
6,6,3,0.23672590750431222,132.12776426049817,36.08950595520611,123.49784262682337,0.0,0.0,0.0,96.88459209601695,0.0,46.0,0.0,0.48276588148150523,91.68267872267657,0.0,11.755462399999999,14.437568800000001,0.0,0.0
7,7,2,0.17296878913044728,5.003399236148653,0.0,6.892014263912998,0.0,0.0,0.0,4.531224816389255,0.0,46.0,0.0,0.0,38.976547809560415,0.0,11.75546239999997,14.437568800000001,0.0,0.0
8,8,3,0.1340219881104289,0.0,0.0,0.0,10.846998479494005,0.0,0.0,0.0,0.0,0.9368872070000407,0.0,0.0,10.046517537416705,0.0,11.74546239999998,0.0,0.0,0.0
9,9,3,0.1256782154421434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,3,0.15272573584016594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2435872673835213,0.0,0.0,0.0,0.0,0.0,0.0
11,11,1,0.19488710015001812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.428691807407418,0.0,0.0,0.0,0.0,0.0,0.0
12,12,1,0.3319302149927614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,15.46640088745518,32.26599393954967,0.0,11.75546239999997,0.4375688000000011,0.0,0.0
13,1,1,0.44618545161297213,0.0,436.74907930051245,0.0,0.0,0.0,325.36215753790793,0.0,0.0,33.0,57.86103858782636,20.63441164014335,169.23811259763238,0.0,11.76546239999999,1.437568800000001,23.850463639678246,0.0
14,2,1,0.39460560978400266,0.0,538.1335124592555,0.0,40.69523122732891,0.0,403.6685570790513,218.200513467787,172.1221456239962,46.0,77.86881675377793,10.687711603065104,159.53363285620915,0.0,11.76546239999999,14.437568800000001,41.84811010064896,0.0
15,3,2,0.1255826656663335,346.07514651831536,744.058197455383,338.9110137083739,76.89629798853633,0.0,590.6614071145231,452.03174961271975,515.0216028534728,46.0,27.88583663512391,18.253587267383534,293.6018539407532,0.0,11.76546239999999,14.437568800000001,20.84641162723861,0.0
16,4,3,-0.012459695992630103,164.01748200498255,181.70496733444952,156.8230199688739,0.0,0.0,0.0,164.173035232995,113.57863841890855,46.0,0.0,8.899432548148138,128.01760388591373,0.0,11.755462399999999,14.437568800000001,0.0,0.0
17,5,4,-0.012459695992630103,0.0,0.0,0.0,0.0,0.0,0.0,17.258491959258805,0.0,46.0,0.0,9.628748557706082,42.317453642900986,0.0,11.75546239999997,14.437568800000001,0.0,0.0
18,6,4,-0.012459695992630103,0.0,0.0,0.0,0.0,0.0,0.0,9.59554676878966,0.0,46.0,0.0,0.48276588148150523,40.76406894846063,0.0,11.755462399999999,14.437568800000001,0.0,0.0
19,7,3,-0.019652550317704676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.924968125540616,0.0,9.055407758069578,0.0,0.0,0.0
20,8,4,-0.013608338568204504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,9,3,-0.02191902574647373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,10,4,-0.010576293042378098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,11,1,0.006247564941382038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4286918074073967,0.0,0.0,0.0,0.0,0.0,0.0
24,12,1,0.13513773592578643,0.0,233.87482377988476,0.0,0.0,0.0,89.57686259075706,0.0,0.0,21.385235661764085,60.87653089558813,12.466400887455197,17.308054136029085,0.0,11.75546239999997,0.0,29.85644877898121,0.0
25,1,1,0.2109324058853919,0.0,415.35721914348517,0.0,0.0,0.0,291.97029738088077,81.11342259406626,0.0,46.0,88.86103858782639,23.634411640143394,73.73282984653866,3.0,11.76546239999999,14.437568800000001,44.850463639678246,0.0
26,2,1,0.016855801670497546,84.33823747173803,387.1335124592556,78.15179050934636,62.59249812079885,0.0,191.6685570790513,216.200513467787,195.12214562399615,46.0,32.86881675377795,4.6877116030651145,159.53363285620915,0.0,11.76546239999999,14.437568800000001,16.848110100648967,0.0
27,3,4,-0.02106519939737154,20.30620573170502,76.61754044524099,3.1420729217635284,0.0,0.0,0.0,46.96396623789326,0.0,46.0,13.885836635123923,8.253587267383509,60.228980305437716,0.0,11.76546239999999,14.437568800000001,6.846411627238609,0.0
28,4,4,-0.012459695992630103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,5,4,-0.012459695992630103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,6,4,-0.012459695992630103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,7,3,-0.02628725734136353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,4,-0.024031023229325803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,9,4,-0.014780687320765387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,10,4,-0.014780687320765387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,11,1,-0.021710664817922325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42869180740741797,0.0,0.0,0.0,0.0,0.0,0.0
