name,mean_generation,estado,federacao,tres_rios,belmiro_braga,jambeiro,juiz_de_fora,pirai,redencao_da_serra,areal,sao_jose_dos_campos,natividade_da serra,carmo,municipio,areias,santa_isabel,alem_paraiba,barra_do_pirai,sao_jose_do_vale_do_rio_preto,simao_pereira,chiador,santa_branca,queluz,sapucaia,igarata,jacarei,rio_claro,itatiaia,resende,petropolis,sao_jose_do_barreiro,paraibuna
paraibuna,33599.18147788499,39899.028004988424,15959.61120199537,0.0,0.0,0.0,0.0,0.0,6563.317051700319,0.0,0.0,35900.70295856704,0.0,119697.08401496528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35339.084599460075
simplicio,135451.15449629398,160848.2459643491,64339.29838573965,120537.67296502096,0.9216604493757202,0.0,27.939340324007436,0.0,0.0,420.3104605022431,0.0,0.0,0.0,482544.7378930473,0.0,0.0,52826.63681312831,0.0,230.0507910668208,40.72677587817319,135211.69968712976,0.0,0.0,4603.404417788987,0.0,0.0,0.0,0.0,0.0,407.0134577048623,0.0,0.0
sta_branca,17856.75143949543,21204.892334400825,8481.95693376033,0.0,0.0,8801.184140582935,0.0,0.0,208.08723451406448,0.0,0.0,1138.2168294543737,0.0,63614.67700320248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9918.75139142336,0.0,0.0,0.0,10383.76558341796,0.0,0.0,0.0,0.0,0.0,10899.534872688917
jaguari,9040.150133577377,10735.178283623136,4294.071313449254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6388.434946747424,0.0,0.0,32205.534850869408,0.0,2335.2511898241864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6844.925794973033,5364.985753726006,0.0,0.0,0.0,0.0,0.0,0.0
ilha_dos_pombos,70916.2152491938,84213.00560841765,33685.20224336706,31.555623757541394,0.42948632860293,0.0,12.960381563135476,0.0,0.0,195.0585426665086,0.0,0.0,79919.77908636535,252639.01682525294,0.0,0.0,71268.82822760833,0.0,106.76221684215,18.89739845852892,0.0,0.0,0.0,12490.913846924866,0.0,0.0,0.0,0.0,0.0,188.88758204153496,0.0,0.0
funil,84736.67769600985,100624.8047640117,40249.921905604686,0.0,0.0,224.17224192767955,0.0,0.0,716.767288676451,0.0,779.5091688173218,3920.6461798914784,0.0,301874.4142920351,4472.364538177002,284.9443915152949,0.0,0.0,0.0,0.0,0.0,252.63748982334698,19728.30984614957,0.0,835.2095263704167,919.1109917066734,0.0,28177.81545522956,122642.59678177281,0.0,9155.870607314353,4108.3942549906815
sobragi,29677.852252821685,35242.44955022575,14096.9798200903,0.0,47622.56073548362,0.0,107.41369986165556,0.0,0.0,0.0,0.0,0.0,0.0,105727.34865067725,0.0,0.0,0.0,0.0,0.0,20992.802293322286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nilo_pecanha,257296.96787720884,305540.1493541855,122216.05974167421,0.0,0.0,2864.540645065224,0.0,304692.61611699424,9158.989761078867,0.0,9960.699003290509,50098.777877452754,0.0,916620.4480625566,605.7742884746863,3641.06940694814,0.0,112296.94016960857,0.0,0.0,0.0,3228.2776377472,2672.1667617689914,0.0,10672.448364867947,11744.587221251037,0.0,3816.6379709495945,16611.735472491237,0.0,1240.1471349289243,52497.882491123455
picada,24155.87468287064,28685.101185908883,11474.040474363554,0.0,0.0,0.0,55935.947312522316,0.0,0.0,0.0,0.0,0.0,0.0,86055.30355772664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pereira_passos,40360.62179032469,47928.238376010566,19171.295350404227,0.0,0.0,681.6104355714284,0.0,32816.98584393382,2179.3629002849675,0.0,2370.128839726938,11920.901723987701,0.0,143784.7151280317,144.1427390687005,866.3852972881594,0.0,16730.113088997805,0.0,0.0,0.0,768.1607821344563,635.8362839409892,0.0,2539.488398350078,2794.600010797855,1364.6078185049819,908.1607959908879,3952.7267956362325,0.0,295.0903773502654,12491.762557870623
