487.85901147697564	-1128.7034888899502	924.0282309412138
771.9393354275787	-1916.3365723880731	1426.2868761200523
1219.5802247099614	-3043.75155369018	2105.4994331863572
1058.505485786436	-2630.624741760857	1853.8035303446925
809.0384826485273	-1979.8637998386873	1453.2120752016374
559.0510252906963	-1298.5116394279248	1023.0749758401224
378.68986683175876	-784.6309148511775	690.779256586751
276.1132798712397	-464.60763517599446	474.5280264034624
232.11943591880203	-314.74891542527126	369.25574416570856
213.64765397105393	-246.88532755427826	320.10597987584987
229.24015870635617	-311.525586612579	368.53743705557565
292.3021325860344	-540.8317565530084	533.2552871805884
