name,mean_generation,estado,federacao,tres_rios,belmiro_braga,jambeiro,juiz_de_fora,pirai,redencao_da_serra,areal,sao_jose_dos_campos,natividade_da serra,carmo,municipio,areias,santa_isabel,alem_paraiba,barra_do_pirai,sao_jose_do_vale_do_rio_preto,simao_pereira,chiador,santa_branca,queluz,sapucaia,igarata,jacarei,rio_claro,itatiaia,resende,petropolis,sao_jose_do_barreiro,paraibuna
paraibuna,33482.86109901604,39760.897555081545,15904.359022032619,0.0,0.0,0.0,0.0,0.0,6540.59484560749,0.0,0.0,35776.414711469384,0.0,119282.69266524463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.740675332134
simplicio,135423.66051037196,160815.5968560667,64326.23874242668,120513.20612975552,0.9214733699852621,0.0,27.93366917389878,0.0,0.0,420.22514554182874,0.0,0.0,0.0,482446.79056820006,0.0,0.0,52815.91401926029,0.0,230.00409516943654,40.71850912395609,135184.25430594038,0.0,0.0,4602.4700150020435,0.0,0.0,0.0,0.0,0.0,406.9308417809314,0.0,0.0
sta_branca,17770.26791464049,21102.193148635582,8440.877259454233,0.0,0.0,8758.558390319564,0.0,0.0,207.07942984258938,0.0,0.0,1132.7042364279228,0.0,63306.57944590675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9870.713057833027,0.0,0.0,0.0,10333.475100741745,0.0,0.0,0.0,0.0,0.0,10846.746424674537
jaguari,9103.434307959487,10810.32824070189,4324.131296280756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6433.1561986320685,0.0,0.0,32430.98472210567,0.0,2351.5987550016666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6892.842640516642,5402.542507649292,0.0,0.0,0.0,0.0,0.0,0.0
ilha_dos_pombos,70897.97639621158,84191.34697050125,33676.5387882005,31.54750800601047,0.4293758695495564,0.0,12.957048298760144,0.0,0.0,195.0083758031175,0.0,0.0,79899.22461802542,252574.04091150378,0.0,0.0,71250.49868653383,0.0,106.73475880071055,18.892538260180483,0.0,0.0,0.0,12487.701324366139,0.0,0.0,0.0,0.0,0.0,188.8390022798131,0.0,0.0
funil,84721.06627260316,100606.26619871626,40242.5064794865,0.0,0.0,224.13094165629866,0.0,0.0,716.6352353799111,0.0,779.3655562989333,3919.9238614196393,0.0,301818.7985961488,4471.540574123503,284.891894914481,0.0,0.0,0.0,0.0,0.0,252.5909452699225,19724.67520992732,0.0,835.0556519219017,918.9416597097223,0.0,28172.624128171337,122620.001778545,0.0,9154.183779643101,4107.637346837327
sobragi,29677.852252821685,35242.44955022575,14096.9798200903,0.0,47622.56073548362,0.0,107.41369986165556,0.0,0.0,0.0,0.0,0.0,0.0,105727.34865067725,0.0,0.0,0.0,0.0,0.0,20992.802293322286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nilo_pecanha,256793.86435495276,304942.7139215064,121977.08556860258,0.0,0.0,2858.9394889378586,0.0,304096.8379015003,9141.080805341364,0.0,9941.222431941716,50000.817641781025,0.0,914828.1417645193,604.589792673052,3633.949871655798,0.0,112077.36126588487,0.0,0.0,0.0,3221.965251465422,2666.9417623413137,0.0,10651.580080224872,11721.62253866187,0.0,3809.175139101232,16579.253851367022,0.0,1237.7222233691568,52395.23118586255
picada,24155.87468287064,28685.101185908883,11474.040474363554,0.0,0.0,0.0,55935.947312522316,0.0,0.0,0.0,0.0,0.0,0.0,86055.30355772664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pereira_passos,40341.17965453252,47905.15083975736,19162.060335902945,0.0,0.0,681.2820966594418,0.0,32801.177556876646,2178.3130782661724,0.0,2368.987123749759,11915.159300313286,0.0,143715.4525192721,144.0733039960451,865.967950382908,0.0,16722.054017653852,0.0,0.0,0.0,767.7907510107026,635.5299949190264,0.0,2538.2651000931814,2793.2538225954777,1363.9504725738846,907.7233253887623,3950.8227255872293,0.0,294.9482292134698,12485.74514453157
