name,mean_generation,estado,federacao,tres_rios,belmiro_braga,jambeiro,juiz_de_fora,pirai,redencao_da_serra,areal,sao_jose_dos_campos,natividade_da serra,carmo,municipio,areias,santa_isabel,alem_paraiba,barra_do_pirai,sao_jose_do_vale_do_rio_preto,simao_pereira,chiador,santa_branca,queluz,sapucaia,igarata,jacarei,rio_claro,itatiaia,resende,petropolis,sao_jose_do_barreiro,paraibuna
paraibuna,34661.32638920479,41160.32508718069,16464.130034872276,0.0,0.0,0.0,0.0,0.0,6770.798112285989,0.0,0.0,37035.604086600295,0.0,123480.97526154207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36456.23172111607
simplicio,134859.7753611267,160145.98324133796,64058.393296535185,120011.40602356732,0.9176364839728666,0.0,27.817357289020403,0.0,0.0,418.47538691015814,0.0,0.0,0.0,480437.9497240139,0.0,0.0,52595.99595289704,0.0,229.046390341175,40.548962956706774,134621.36601058912,0.0,0.0,4583.305974674635,0.0,0.0,0.0,0.0,0.0,405.2364387675632,0.0,0.0
sta_branca,18497.144984072947,21965.359668586625,8786.14386743465,0.0,0.0,9116.819463579097,0.0,0.0,215.5498305043439,0.0,0.0,1179.0364999516557,0.0,65896.07900575988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10274.465832701166,0.0,0.0,0.0,10756.156747093974,0.0,0.0,0.0,0.0,0.0,11290.422979913683
jaguari,9194.073322469701,10917.96207043277,4367.184828173108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6497.208392376629,0.0,0.0,32753.88621129831,0.0,2375.012621292813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6961.471736193662,5456.333320234684,0.0,0.0,0.0,0.0,0.0,0.0
ilha_dos_pombos,70891.02452915648,84183.09162837332,33673.23665134933,31.54441463025103,0.42933376730470396,0.0,12.955777801606656,0.0,0.0,194.98925435040297,0.0,0.0,79891.39013789517,252549.27488512,0.0,0.0,71243.51225307472,0.0,106.72429297515309,18.890685761406974,0.0,0.0,0.0,12486.476848805007,0.0,0.0,0.0,0.0,0.0,188.82048576205904,0.0,0.0
funil,84416.85034247288,100245.00978168655,40098.00391267462,0.0,0.0,223.32613352667062,0.0,0.0,714.0619455915869,0.0,776.5670148256934,3905.848220779039,0.0,300735.02934505965,4455.484191281303,283.8689066943007,0.0,0.0,0.0,0.0,0.0,251.68394311876304,19653.847956689056,0.0,832.057138765297,915.6419291463162,0.0,28071.462027286238,122179.69856312501,0.0,9121.312987812567,4092.887665664935
sobragi,29677.852252821685,35242.44955022575,14096.9798200903,0.0,47622.56073548362,0.0,107.41369986165556,0.0,0.0,0.0,0.0,0.0,0.0,105727.34865067725,0.0,0.0,0.0,0.0,0.0,20992.802293322286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nilo_pecanha,256639.5054184297,304759.41268438526,121903.76507375411,0.0,0.0,2857.2209788005357,0.0,303914.0451209313,9135.586096519843,0.0,9935.246757537703,49970.762122129665,0.0,914278.2380531558,604.2263734080935,3631.765502340838,0.0,112009.99150089157,0.0,0.0,0.0,3220.0285263377414,2665.338662145606,0.0,10645.17740943831,11714.576664750755,0.0,3806.8854417793013,16569.2880525374,0.0,1236.9782278434454,52363.736382881
picada,24155.87468287064,28685.101185908883,11474.040474363554,0.0,0.0,0.0,55935.947312522316,0.0,0.0,0.0,0.0,0.0,0.0,86055.30355772664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pereira_passos,39907.198040062234,47389.797672573906,18955.91906902956,0.0,0.0,673.9530124147586,0.0,32448.30964090185,2154.879261143735,0.0,2343.5020768218183,11786.978614619342,0.0,142169.3930177217,142.52339480633583,856.6520559939725,0.0,16542.161806717344,0.0,0.0,0.0,759.5310255254182,628.693101808781,0.0,2510.9589976062093,2763.2046070312254,1349.2773907945664,897.9582357801273,3908.320636168444,0.0,291.7752404760214,12351.426220739771
